presenter_name,presenter_institution,presentation_title,session_title,session_description
Anne Shea,California College of the Arts,'Best Practices' and Structural Inequality,The Affective and Political: Cultivating Theories for the Classroom,This panel looks at the ways in which the affective and a cultivation of emotion engage with/against the political in learning environments.
Scott Gibson,Universidad San Francisco de Quito,Sustaining Writing Practices across Languages and Cultures among Bilingual,Beyond Transfer: Approaches to Teaching Sustainable Writing Practices,"This panel explores strategies for teaching sustainable writing practices through conversation, collaboration, and intercultural exchange."
Kathleen Leuschen,Wake Forest University,Teaching Rhetorical Listening in Conversation through Writing Groups,Beyond Transfer: Approaches to Teaching Sustainable Writing Practices,"This panel explores strategies for teaching sustainable writing practices through conversation, collaboration, and intercultural exchange."
Cheryl Marsh,High Point University,Creating Cultural Awareness through Writing Groups in the Literature/Global Studies Classroom,Beyond Transfer: Approaches to Teaching Sustainable Writing Practices,"This panel explores strategies for teaching sustainable writing practices through conversation, collaboration, and intercultural exchange."
Lauren Shook,University of North Carolina at Greensboro,Cultivating Community-Engaged Writing in First-Year Writing,Beyond Transfer: Approaches to Teaching Sustainable Writing Practices,"This panel explores strategies for teaching sustainable writing practices through conversation, collaboration, and intercultural exchange."
Gabriela Rios,University of Oklahoma,NA,The Subject of Decoloniality: Walter Mignolo and the Study of Writing,"This panel analyzes the work of critical theorist Walter Mignolo in the context of the study of writing, rhetoric, and literacy."
JosÃ© Cortez,University of Arizona,Impossible Subjects,The Subject of Decoloniality: Walter Mignolo and the Study of Writing,"This panel analyzes the work of critical theorist Walter Mignolo in the context of the study of writing, rhetoric, and literacy."
Iris Ruiz,University of California-Merced,Persistent Coloniality,The Subject of Decoloniality: Walter Mignolo and the Study of Writing,"This panel analyzes the work of critical theorist Walter Mignolo in the context of the study of writing, rhetoric, and literacy."
RaÃºl SÃ¡nchez,University of Florida,Forget Mignolo,The Subject of Decoloniality: Walter Mignolo and the Study of Writing,"This panel analyzes the work of critical theorist Walter Mignolo in the context of the study of writing, rhetoric, and literacy."
Logan Bearden,Eastern Michigan University,The Work of Composition: How Outcomes Statements Define (Multimodal),Taming the Multimodal Beast: Cultivating Sustainable Programmatic Multimodal Curricular Transformation,This panel offers strategies for the manageable cultivation of multimodal curricular transformation in first-year composition programs.
Leigh Gruwell,Auburn University,Beyond Digital: Building a Capacious Multimodal Composition Curriculum,Taming the Multimodal Beast: Cultivating Sustainable Programmatic Multimodal Curricular Transformation,This panel offers strategies for the manageable cultivation of multimodal curricular transformation in first-year composition programs.
Natalie Szymanski,University of Hawai'i-West O'ahu,An Administrative Ecological Heuristic for Sustainable Programmatic,Taming the Multimodal Beast: Cultivating Sustainable Programmatic Multimodal Curricular Transformation,This panel offers strategies for the manageable cultivation of multimodal curricular transformation in first-year composition programs.
Bre Garrett,University of West Florida,NA,"Regenerative Pedagogies for FYC: Multimodality, Rhetorical Grammar, Revision, and Reflection","This panel presents innovative, multimodal approaches to teaching invention, grammar, revision, and reflection in FYC."
Kara Griffith,University of West Florida,NA,"Regenerative Pedagogies for FYC: Multimodality, Rhetorical Grammar, Revision, and Reflection","This panel presents innovative, multimodal approaches to teaching invention, grammar, revision, and reflection in FYC."
Karen Manning,University of West Florida,NA,"Regenerative Pedagogies for FYC: Multimodality, Rhetorical Grammar, Revision, and Reflection","This panel presents innovative, multimodal approaches to teaching invention, grammar, revision, and reflection in FYC."
Hannah Trevino,University of West Florida NA,NA,"Regenerative Pedagogies for FYC: Multimodality, Rhetorical Grammar, Revision, and Reflection","This panel presents innovative, multimodal approaches to teaching invention, grammar, revision, and reflection in FYC."
Henrietta Wood,University of Missouriâ€“Kansas City,NA,"Placement and Assessment in Basic Writing: ALP, L2, and WAC",Presenters consider curricular initiatives of basic writing populations.
Matthew Hollrah,University of Central Oklahoma,Cultivating Corequisite Developmental Writing: An Institutional Case Study,"Placement and Assessment in Basic Writing: ALP, L2, and WAC",Presenters consider curricular initiatives of basic writing populations.
James Pacello,Berkeley College,Put Yourself in Their Shoes: Student Perspectives on Transferring Writing Knowledge Across the,"Placement and Assessment in Basic Writing: ALP, L2, and WAC",Presenters consider curricular initiatives of basic writing populations.
Zoe Speidel,University of New Mexico,Rethinking Administrative Action and Teacher Preparation for Developmental FYC,"Placement and Assessment in Basic Writing: ALP, L2, and WAC",Presenters consider curricular initiatives of basic writing populations.
Nicole Williams,Bridgewater State University,Cultivating and Creating Confidence: The Long-Term Effects on At-Risk Readers and Writers of,"Placement and Assessment in Basic Writing: ALP, L2, and WAC",Presenters consider curricular initiatives of basic writing populations.
Georganne Nordstrom,University of Hawai'i at MÄnoa,NA,"Cultivating a Capacity-Building Writing Center Praxis: Mobilizing Empirical Research to Improve Practice, Professionalize Tutors, and Support Writers",This panel posits empirical research as a means to inform writing center praxis that supports institutional access for tutors and writers.
Samantha Ikehara,University of Hawai'i at MÄnoa,Assessing the Promise of Inclusion: The Problematic Nature of Tutor Training,"Cultivating a Capacity-Building Writing Center Praxis: Mobilizing Empirical Research to Improve Practice, Professionalize Tutors, and Support Writers",This panel posits empirical research as a means to inform writing center praxis that supports institutional access for tutors and writers.
James Beasley,University of North Florida,Cultivating Disciplinary Knowledge,Archival Methods: Cultivating Disasters in Action,"This panel presents the work of four researchers as they cultivated new methods of teaching, research, writing, and critique."
Kristeen Graves,University of North Florida,Cultivating Critical Pedagogies,Archival Methods: Cultivating Disasters in Action,"This panel presents the work of four researchers as they cultivated new methods of teaching, research, writing, and critique."
Katrice Stover,University of North Florida,Cultivating Diverse Research Strategies,Archival Methods: Cultivating Disasters in Action,"This panel presents the work of four researchers as they cultivated new methods of teaching, research, writing, and critique."
Jeanette Viglilotti,Virginia Commonwealth University,Cultivating Critical Memory,Archival Methods: Cultivating Disasters in Action,"This panel presents the work of four researchers as they cultivated new methods of teaching, research, writing, and critique."
Richard Colby,University of Denver,NA,Analog Gaming/Multimodal Writing,"Pedagogical affordances of board game media and modes for rhetoric, research, and writing."
Richard Colby,University of Denver,NA,Analog Gaming/Multimodal Writing,"Pedagogical affordances of board game media and modes for rhetoric, research, and writing."
Jennifer deWinter,Worcester Polytechnic Institute,NA,Analog Gaming/Multimodal Writing,"Pedagogical affordances of board game media and modes for rhetoric, research, and writing."
Matthew A. Hill,University of Denver,NA,Analog Gaming/Multimodal Writing,"Pedagogical affordances of board game media and modes for rhetoric, research, and writing."
Rebekah Shultz Colby,University of Denver NA,NA,Analog Gaming/Multimodal Writing,"Pedagogical affordances of board game media and modes for rhetoric, research, and writing."
Jennifer Hewerdine,Arizona Western College,NA,Engaging Students in Online Classes,"Panelists examine outcomes of implanting high-impact practices, writingintensive activities, and community-based learning in online writing environments."
Keith Grant-Davie,Utah State University,Enacting a Community of Inquiry Framework for Asynchronous Discussion,Engaging Students in Online Classes,"Panelists examine outcomes of implanting high-impact practices, writingintensive activities, and community-based learning in online writing environments."
Zapoura Newton-Calvert,Portland Community College,Disrupting the Online Writing Classroom with Community-Based Learning: A Call for,Engaging Students in Online Classes,"Panelists examine outcomes of implanting high-impact practices, writingintensive activities, and community-based learning in online writing environments."
Flexible Volunteer Options,Community Action,NA,Engaging Students in Online Classes,"Panelists examine outcomes of implanting high-impact practices, writingintensive activities, and community-based learning in online writing environments."
Natalie Stillman-Webb,University of Utah,Cultivating Ethos in the Online Writing Course: Student Perceptions of Teaching Presence,Engaging Students in Online Classes,"Panelists examine outcomes of implanting high-impact practices, writingintensive activities, and community-based learning in online writing environments."
Michelle Stuckey,Arizona State University,NA,Engaging L2 Writers in a Cross-Cultural Multimodal Online Writing Curriculum: Creating a Broader Understanding of Our Disciplinary Landscape,We will present the results of a study that followed an experimental online multimodal writing course aimed to engage L2 writers.
Andrew Bourelle,University of New Mexico,NA,Engaging L2 Writers in a Cross-Cultural Multimodal Online Writing Curriculum: Creating a Broader Understanding of Our Disciplinary Landscape,We will present the results of a study that followed an experimental online multimodal writing course aimed to engage L2 writers.
Tiffany Bourelle,University of New Mexico,NA,Engaging L2 Writers in a Cross-Cultural Multimodal Online Writing Curriculum: Creating a Broader Understanding of Our Disciplinary Landscape,We will present the results of a study that followed an experimental online multimodal writing course aimed to engage L2 writers.
Todd Ruecker,University of New Mexico,NA,Engaging L2 Writers in a Cross-Cultural Multimodal Online Writing Curriculum: Creating a Broader Understanding of Our Disciplinary Landscape,We will present the results of a study that followed an experimental online multimodal writing course aimed to engage L2 writers.
Mariya Tseptsura,University of New Mexico NA,NA,Engaging L2 Writers in a Cross-Cultural Multimodal Online Writing Curriculum: Creating a Broader Understanding of Our Disciplinary Landscape,We will present the results of a study that followed an experimental online multimodal writing course aimed to engage L2 writers.
Tonya Stremlau,Gallaudet University,NA,How Captioning Cultivates Change,"The compositional and rhetorical processes of captioning as dual acts of access and aesthetics, form and content, style and substance."
Brenda Brueggemann,University of Connecticut,NA,How Captioning Cultivates Change,"The compositional and rhetorical processes of captioning as dual acts of access and aesthetics, form and content, style and substance."
Janine Butler,East Carolina University,NA,How Captioning Cultivates Change,"The compositional and rhetorical processes of captioning as dual acts of access and aesthetics, form and content, style and substance."
Chad Iwertz,The Ohio State University NA,NA,How Captioning Cultivates Change,"The compositional and rhetorical processes of captioning as dual acts of access and aesthetics, form and content, style and substance."
Michael Brooks,Auburn University,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Joyce Carter,University of Arkansas,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Jimmy Ginn,UX Firm,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Tharon Howard,Clemson University,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Laura Palmer,Kennesaw State Universityâ€“Marietta Campus,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Derek Ross,Auburn University,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Virginia Spears,Auburn University,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Ed Youngblood,Auburn University NA,NA,We Can Charge for That? The Ins and Outs of Creating and Running a Usability Lab This roundtable discusses creating and running a university-based usability lab to help attendees facilitate their own labs and research.,NA
Emily Cooney,University of North Alabama,NA,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
Andrea Beaudin,Texas Tech University,Student Reception and Application of Instructor Feedback: A UX Analysis,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
Amanda Brooks,Florida State University,(Un)Sure Writers: SelfEfficacy Fluctuations and the Writing Process,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
Tyler Carter,Purdue University,A Corpus Analysis of FYC Student Perceptions of Written Teacher Feedback,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
Laura Gabrion,Oakland University,Nurturing Self-Efficacy: Using Revision Plans to Enhance Instructor Feedback,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
Suthathip Thirakunkovit,Mahidol University,A Corpus Analysis of FYC Student Perceptions of Written Teacher Feedback,Understanding Writing Students' Perspectives on Instructor Feedback,Presenters use various research methodologies to gain more accurate understandings about how students take up and apply instructor feedback on their writing.
June Johnson Bube,Seattle University,Cultivating Citizenship,"Cultivating Civic Literacy in Generation Why? Rhetorical Engagement and Citizen Awareness in Composition Classrooms As teachers of writing, we are uniquely positioned to foster a sense of agency by promoting civic literacy in and outside the classroom.",NA
through Rhetorical Practices in Ethical Listening,Collaboration,NA,"Cultivating Civic Literacy in Generation Why? Rhetorical Engagement and Citizen Awareness in Composition Classrooms As teachers of writing, we are uniquely positioned to foster a sense of agency by promoting civic literacy in and outside the classroom.",NA
Beth Maxfield,Henderson State University,Cultivating Resistance to the Status Quo: One Approach to Raising Civic Awareness in the,"Cultivating Civic Literacy in Generation Why? Rhetorical Engagement and Citizen Awareness in Composition Classrooms As teachers of writing, we are uniquely positioned to foster a sense of agency by promoting civic literacy in and outside the classroom.",NA
Tara Roth,Seattle University,Writing for Arts Advocacy and Civic Responsibility through Academic Service-Learning,"Cultivating Civic Literacy in Generation Why? Rhetorical Engagement and Citizen Awareness in Composition Classrooms As teachers of writing, we are uniquely positioned to foster a sense of agency by promoting civic literacy in and outside the classroom.",NA
Rachael Wendler Shah,University of Nebraska-Lincoln,NA,Politicizing Community Action Pedagogy and Research Three perspectives on public intellectualism.,NA
Beth Huber,Western Carolina University,UnKoch My Classroom: Dark Money and the Composition Classroom,Politicizing Community Action Pedagogy and Research Three perspectives on public intellectualism.,NA
Kyle Larson,Miami University,Counterpublic Intellectualism: Cultivating the Capacity for Public Engagement,Politicizing Community Action Pedagogy and Research Three perspectives on public intellectualism.,NA
Seth Myers,University of Colorado Boulder,Digital Action Research: Students Creating Change in Mediated Communities,Politicizing Community Action Pedagogy and Research Three perspectives on public intellectualism.,NA
Sonja Andrus,University of Cincinnati/Blue Ash College,NA,Cultivating Transfer with the Teaching-for-Transfer Writing Curriculum: A National Multi-Institutional Study,This panel shares findings from a two-year and four-year college multiinstitutional study on the efficacy of the Teaching for Transfer curriculum.
Sharon Mitchler,Centralia College,NA,Cultivating Transfer with the Teaching-for-Transfer Writing Curriculum: A National Multi-Institutional Study,This panel shares findings from a two-year and four-year college multiinstitutional study on the efficacy of the Teaching for Transfer curriculum.
Tonya Ritola,University of California Santa Cruz,NA,Cultivating Transfer with the Teaching-for-Transfer Writing Curriculum: A National Multi-Institutional Study,This panel shares findings from a two-year and four-year college multiinstitutional study on the efficacy of the Teaching for Transfer curriculum.
Kara Taczak,University of Denver,NA,Cultivating Transfer with the Teaching-for-Transfer Writing Curriculum: A National Multi-Institutional Study,This panel shares findings from a two-year and four-year college multiinstitutional study on the efficacy of the Teaching for Transfer curriculum.
Howard Tinberg,Bristol Community College NA,NA,Cultivating Transfer with the Teaching-for-Transfer Writing Curriculum: A National Multi-Institutional Study,This panel shares findings from a two-year and four-year college multiinstitutional study on the efficacy of the Teaching for Transfer curriculum.
Hidy Basta,Antioch University Seattle,NA,Bodies and Minds,These presentations discuss embodied learning in the writing classroom.
Jennifer LeMesurier,Colgate University,Loosening the Semiotic Shackles: Critically Engaging with Performing Bodies,Bodies and Minds,These presentations discuss embodied learning in the writing classroom.
Ana Isabel Roncero-Bellido,Illinois State University,Embracing Students' Diverse Literacies through a Pedagogy of the Flesh,Bodies and Minds,These presentations discuss embodied learning in the writing classroom.
Ernest Stromberg,California State University,Writing and the Rhetorics of Healing,Bodies and Minds,These presentations discuss embodied learning in the writing classroom.
David Sheridan,Michigan State University,NA,Making Capacities: The Maker Movement and Writing Studies,"This panel maps ways that making and makerspaces can inform pedagogy, theory, disciplinary identity, and community research and engagement."
John Sherrill,Purdue University,NA,Making Capacities: The Maker Movement and Writing Studies,"This panel maps ways that making and makerspaces can inform pedagogy, theory, disciplinary identity, and community research and engagement."
Ann Shivers-McNair,University of Washington,NA,Making Capacities: The Maker Movement and Writing Studies,"This panel maps ways that making and makerspaces can inform pedagogy, theory, disciplinary identity, and community research and engagement."
Rick Wysocki,University of Louisville NA,NA,Making Capacities: The Maker Movement and Writing Studies,"This panel maps ways that making and makerspaces can inform pedagogy, theory, disciplinary identity, and community research and engagement."
Howard Tinberg,Bristol Community College,NA,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Douglas Hesse,The University of Denver,NA,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Lynee Gaillet,Georgia State University,Being 'The Fixer',Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Susanmarie Harrington,University of Vermont,Using Leadership Skills off Campus,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Barbara L'Eplattenier,University of Arkansasâ€“Little Rock,Not Just,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Lifting as We Climb,"but Making Room""",NA,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Barry Maid,Arizona State University,Campus Leadership in Times of Austerity,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Kelly Ritter,University of Illinois at Urbana-Champaign,Whose Side Are You On?,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Shirley Rose,Arizona State University,Faculty Shared Governance: Leading by Example,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Susan Thomas,The University of Sydney,Promoting Leadership beyond US Borders,Cultivating Leadership on and off Campus: A Roundtable with Senior Administrators,"In this Cultivate roundtable, senior faculty who have served in multiple leadership roles will discuss how leadership skills and strategies cross over into areas both expected and unexpected, on and off campus, and how we might communicate these to junior faculty in order to cultivate future leaders. After each facilitator briefly shares his or her unique experiences and insights, attendees will have the opportunity to engage in Q & A and discussion about effective and proactive leadership strategies."
Stacey Johnson,University of Colorado at Colorado Springs,NA,Change That Pays the Bills,"Many institutions of higher education highlight the importance of students developing strong written and verbal communication skills, yet the educators who tirelessly deliver the courses that cultivate those skills are often not adequately compensated for their work. This Think Tank will focus on pooling participants' collective knowledge of ways to advocate for fair compensation at the state, institution, and"
Jennifer McArdle,University of Colorado at Colorado Springs Cultivating Persistence and Success for International Students,NA,Change That Pays the Bills,"Many institutions of higher education highlight the importance of students developing strong written and verbal communication skills, yet the educators who tirelessly deliver the courses that cultivate those skills are often not adequately compensated for their work. This Think Tank will focus on pooling participants' collective knowledge of ways to advocate for fair compensation at the state, institution, and"
Greer Murphy,Claremont Graduate University,NA,Retention = Success (?): Fostering International Student Persistence and Achievement,"In this interactive Cultivate session, second language writing specialists from graduate-level English for academic purposes (EAP) and firstyear composition programs share stories of working in diverse settings to develop and evaluate innovative EAP and composition curricula to improve international, multilingual learners' retention and achievement. After discussing examples of small but meaningful victories achieved with initiatives such as embedded tutorials, stretch programs, and intensive academic language courses, participants will develop strategies for overcoming challenges at their own institutions."
Sarah Snyder,Arizona State University Cultivating New Lines of Inquiry,NA,Retention = Success (?): Fostering International Student Persistence and Achievement,"In this interactive Cultivate session, second language writing specialists from graduate-level English for academic purposes (EAP) and firstyear composition programs share stories of working in diverse settings to develop and evaluate innovative EAP and composition curricula to improve international, multilingual learners' retention and achievement. After discussing examples of small but meaningful victories achieved with initiatives such as embedded tutorials, stretch programs, and intensive academic language courses, participants will develop strategies for overcoming challenges at their own institutions."
composition have been ongoing for decades,starting with (and before) the 1974 Students' Rights to Their Own Language resolution. This,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
in multilingual research and advocacy (e.g.,"second language writing,",NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
translingualism,trans/multimodality,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Beth Brunk-Chavez,University of Texas at El Paso,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Lucia Dura,University of Texas at El Paso,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Laura Gonzales,University of Texas at El Paso,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Kate Mangelsdorf,University of Texas at El Paso,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Todd Ruecker,University of New Mexico Cultivating New Lines of Inquiry: Rural Research and Advocacy,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
A session for scholars engaged in,or interested in beginning,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
and advocacy in composition,rhetoric,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
pertain to rural education and rural literacies,whether that work takes,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
place in schools,colleges,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
rural areas. Since the publication of Rural Literacies in 2007,research,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
into rural literacies and rhetorics has grown,with follow-up edited,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
collections as well as numerous presentations,dissertations,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
â€¢ form new connections for possible collaborations,whether in the,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
classroom or in research or community projects,and NA,NA,Cultivating New Lines of Inquiry: Three Emerging Scholarly Spaces,"This Cultivate session offers a shared space for three new lines of scholarly inquiry: Borderlands (Multilingual Latinx Writers), Rural Research and Advocacy, and Public Land Activism."
Garrett Nichols,Bridgewater State University,NA,Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
Rob Faunce,John Jay College of Criminal Justice,NA,Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
"""Affect",Intersectionality,"Affect, Intersectionality, and the Queer Moment in Composition",Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
Leida Mae,Oregon State University,Intimacy with Strangers: 'Coming Out' for Service and the Perilous Rhetorics of (In)voluntary,Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
Eric Pritchard,University of Illinois at Urbana-Champaign,Living,Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
Black Queer Elders,Mentoring,NA,Queer Mentorship and the Risks of Creating Change,"Sponsored by the Queer Caucus ""Creating change"" carries great risk for many LGBT2Q people. Queer mentorship helps and may provide a model for institutional change."
Yu-Kyung Kang,Gonzaga University,NA,Cultivating Critical Approaches to Internationalization: Examining Asian/Asian American Literacies and Identities This panel illuminates the tension we find in students who defy linguistic and national categorization.,NA
Eileen Lagman,University of Colorado Boulder,NA,Cultivating Critical Approaches to Internationalization: Examining Asian/Asian American Literacies and Identities This panel illuminates the tension we find in students who defy linguistic and national categorization.,NA
