presenter_name,presenter_institution,presentation_title,session_title,session_description
Mary P. Sheridan,University of Louisville,NA,The Promises and Pitfalls of Feminist Frameworks as Responsive Practice: Conversations on Risk and Reward ,"Pedagogical movesâ€”(class, program, conference planning) and/as enactments of feminist principles."
Sue Carter Wood,Bowling Green State University,NA,The Promises and Pitfalls of Feminist Frameworks as Responsive Practice: Conversations on Risk and Reward ,"Pedagogical movesâ€”(class, program, conference planning) and/as enactments of feminist principles."
Lee Nickoson,Bowling Green State University,NA,The Promises and Pitfalls of Feminist Frameworks as Responsive Practice: Conversations on Risk and Reward ,"Pedagogical movesâ€”(class, program, conference planning) and/as enactments of feminist principles."
Stacy Kastner,Mississippi State University,NA,The Promises and Pitfalls of Feminist Frameworks as Responsive Practice: Conversations on Risk and Reward ,"Pedagogical movesâ€”(class, program, conference planning) and/as enactments of feminist principles."
Kristine Blair,Bowling Green State University,NA,The Promises and Pitfalls of Feminist Frameworks as Responsive Practice: Conversations on Risk and Reward ,"Pedagogical movesâ€”(class, program, conference planning) and/as enactments of feminist principles."
Tampa CC,Room 7,NA,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
Jay Dolmage,University of Waterloo,NA,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
Dale Katherine Ireland,The Graduate Center,NA,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
of New York,NY,What We Teach Students When We Donâ€™t Teach Universal Design as Composition,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
Allison Hitt,Syracuse University,What would a universally designed writing classroom look like? Talking with Students about Accessibility,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
Jay Dolmage,University of Waterloo,Mapping the Rhetorics of Universal Design Online,The Risks and Rhetorics of Universal Design ,"How is Universal Design invoked on college websites, in composition programs and classrooms, and in conversations with students?"
Marriott,Florida Ballroom I,NA,"Sink or Swim with Long-Term, Linked Projects: Charting a Course through 21st-Century Communication in the Classroom ","While risky, using linked, long-term projects in courses creates community and deep collaboration and promotes strategic learning."
Lisa Dusenberry,Georgia Institute of Technology,NA,"Sink or Swim with Long-Term, Linked Projects: Charting a Course through 21st-Century Communication in the Classroom ","While risky, using linked, long-term projects in courses creates community and deep collaboration and promotes strategic learning."
Lisa Dusenberry,Georgia Institute of Technology,Strategic Learning through Alternate Reality Games: The Reward of,"Sink or Swim with Long-Term, Linked Projects: Charting a Course through 21st-Century Communication in the Classroom ","While risky, using linked, long-term projects in courses creates community and deep collaboration and promotes strategic learning."
 Joy Robinson,Georgia Institute of Technology,CommunityBuilding with Video Games: Using World of Warcraft to Underpin Workplace Communication,"Sink or Swim with Long-Term, Linked Projects: Charting a Course through 21st-Century Communication in the Classroom ","While risky, using linked, long-term projects in courses creates community and deep collaboration and promotes strategic learning."
Liz Hutter,Georgia Institute of Technology,Developing Undergraduate Research Competencies: Using Linked Projects to,"Sink or Swim with Long-Term, Linked Projects: Charting a Course through 21st-Century Communication in the Classroom ","While risky, using linked, long-term projects in courses creates community and deep collaboration and promotes strategic learning."
Marriott,Florida Ballroom II,NA,"Reconsidering Reflective Writing Across the College Curriculum: Promoting Individual Growth, Knowledge Transfer, and Social Connections ","This panel examines how reflective assignments enhance identity development, cognitive processing, and social connections."
Lisa Eckert,Northern Michigan University,NA,"Reconsidering Reflective Writing Across the College Curriculum: Promoting Individual Growth, Knowledge Transfer, and Social Connections ","This panel examines how reflective assignments enhance identity development, cognitive processing, and social connections."
Kia Richmond,Northern Michigan University,Reflective Blogging and Social Connections in the Humanities,"Reconsidering Reflective Writing Across the College Curriculum: Promoting Individual Growth, Knowledge Transfer, and Social Connections ","This panel examines how reflective assignments enhance identity development, cognitive processing, and social connections."
Lori Nelson,Northern Michigan University,Reflective Journaling and Identity Development in Speech-Language Therapy,"Reconsidering Reflective Writing Across the College Curriculum: Promoting Individual Growth, Knowledge Transfer, and Social Connections ","This panel examines how reflective assignments enhance identity development, cognitive processing, and social connections."
Matthew Kilian McCurrie,Columbia College,Reflective Writing and Knowledge Transfer in Cultural Studies,"Reconsidering Reflective Writing Across the College Curriculum: Promoting Individual Growth, Knowledge Transfer, and Social Connections ","This panel examines how reflective assignments enhance identity development, cognitive processing, and social connections."
Marriott,Florida Ballroom III,NA,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Bonnie Sunstein,University of Iowa,NA,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Ellen Gibson,University of Chicago Press,NA,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Arthur W. Hunsicker,Revere High School,NA,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Amanda Gallogly,University of Iowa,Latino Writers Translate Creatively,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Rossina Liu,University of Iowa,Homeless Veterans Revise a Townâ€™s Literary Identity,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Bonnie Sunstein,University of Iowa,College Students Revise â€˜Americansâ€™,Risky Writing in Public Places: Four Studies of Cultural Re-Presentation ,"Writing projects that cross cultural boundaries challenge ""inclusiveness"" in public settings, shaping writersâ€™ identities."
Marriott,Florida Ballroom VI,NA,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Tammy Winner,University of North Alabama,NA,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Jack Thomas,"Medical University of South Carolina,",NA,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Charleston,"""Free Writing to Assess Graduate Studentsâ€™ Preferred Ways to Learn Anatomical Science""",Free Writing to Assess Graduate Studentsâ€™ Preferred Ways to Learn Anatomical Science,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Diana MÃ³nica Waigandt,Universidad Nacional de Entre RÃ­os,NA,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
ParanÃ¡,"""ESP Hat Trick: Reading","ESP Hat Trick: Reading, Writing, and Entrepreneurial Skills for Engineering and Technology Undergraduates",Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Darsie Bowden,DePaul University,International Writing Centers and Writing Programs: Report on Research ,Interdisciplinary and International Writing across the Curriculum ,Explores Writing across the Curriculum and writing centers in national and international settings.
Tampa CC,Room 23,NA,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Cruz Medina,Santa Clara University,NA,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Iris Ruiz,University of California,Risky Identity Politics: Decolonial Agency as Indigenous Consciousness,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Cristina Kirklighter,Texas A&M University,Where are we @ in the academic conversations of Honduran identities?,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Octavio Pimentel,Texas State University San Marcos,"Buena Gente,",Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Buen Trabajador,"and Bien Educado: Giving Voice to the Mexican Counter-Story""",NA,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Cruz Medina,Santa Clara University,Poch@ Pop Culture: How a â€˜Cultural Traitorâ€™ Resists Mainstream Representations,Â¿CÃ³mo se llama?: The Symbolic Risk of Naming Tropes for Latinidad ,This panel examines the risk and reward in the language of self-identification by scholars and instructors negotiating Latinidad.
Marriott,Meeting Room 4,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Todd Ruecker,University of New Mexico,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Mariya Vladimirovna Tseptsura,University of New Mexico,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Elizabeth Leahy,University of Arizona,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Lindsey Ives,Embry-Riddle Aeronautical University,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Michael Schwartz,St. Cloud State University,NA,Acknowledging and Addressing the Language Deficit ModeL; Strategies for Faculty and Multilingual Students in Secondary and Postsecondary Contexts ,Translingual and deficit model discourses of MLWs and faculty across the disciplines are juxtaposed in this interactive panel.
Marriott,Meeting Room 5,NA,"Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Erin A. Frost,East Carolina University,NA,"Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Katie Manthey,Michigan State University,How to Dress the Fat Body: Fat Fashion Bloggers and Consumer Culture,"Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Marie Moeller,University of Wisconsin-La Crosse,"Risky Representations: Embodied Obesity Infographics, Visual Ethics, and Expediency","Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Michelle Eble,East Carolina University,Risky Reductions:,"Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Obesity,Weight Loss Surgery, Professional and Technical Writing,"Risky Bodies, Risky Rhetorics: Constructing and Instructing Fat Bodies through Technical Communication ","This panel critiques how fat, ""risky"" bodies are constructed through social, technical discourses related to health and disease."
Marriott,Meeting Room 6,NA,The Risks and Rewards of a Writing-about-Writing Approach to Teaching Professional Writing ,"We explore the issues of a Writing-about-Writing pedagogy for the introductory, multi-major professional writing course."
Sarah Read,DePaul University,NA,The Risks and Rewards of a Writing-about-Writing Approach to Teaching Professional Writing ,"We explore the issues of a Writing-about-Writing pedagogy for the introductory, multi-major professional writing course."
Joy Arbor,Kettering University,WAW-PW for STEM Students?,The Risks and Rewards of a Writing-about-Writing Approach to Teaching Professional Writing ,"We explore the issues of a Writing-about-Writing pedagogy for the introductory, multi-major professional writing course."
Mike Michaud,Rhode Island College,WAW Beyond FYC?: An Investigation of the Institutional Configuration and Labor Practices,The Risks and Rewards of a Writing-about-Writing Approach to Teaching Professional Writing ,"We explore the issues of a Writing-about-Writing pedagogy for the introductory, multi-major professional writing course."
Sarah Read,DePaul University,What Would a WAW-PW Textbook Look Like?,The Risks and Rewards of a Writing-about-Writing Approach to Teaching Professional Writing ,"We explore the issues of a Writing-about-Writing pedagogy for the introductory, multi-major professional writing course."
Marriott,Grand Ballroom E,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Christiane K. Donahue,Dartmouth and UniversitÃ© de Lille III,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Rebecca Rickly,Texas Tech University,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Peter Smagorinsky,The University of Georgia,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Christina Haas,University of Minnesota,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Christiane K. Donahue,Dartmouth and UniversitÃ© de Lille III,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Pamela Takayoshi,Kent State University,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Carl Whithaus,University of California,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Rebecca Rickly,Texas Tech University,NA,"Transparency in Research: Messiness, Rigor, and Ethics in the Conduct of Writing Research ","A prominent scholar discusses transparency in research methods; researchers and editors respond, leading to an audience discussion."
Tampa CC,Room 16,NA,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Rebecca Moore Howard,Syracuse University,NA,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Andrew Lucchesi,City University of New York,Memories of â€˜Subtle Triageâ€™: Histories of Academic Disability and Institutional,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Dev Bose,University of Arizona,Instructional Technologies and Collaboration: A Case for Mixed-Methods Research in Disability,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Margaret Price,Spelman College,Disabled Faculty:,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Disclosure,Identity, NA,New Directions for Disability-Studies Research: Using Mixed Methods to Appeal to Wider Audiences in Higher Education ,We report on three mixed-methods studies of disability in higher education and discuss audience as it pertains to methodology.
Marriott,Meeting Room 7,NA,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Rita Malenczyk,Eastern Connecticut State University,NA,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Jennifer Wells,Florida State University,A WPACensus-Driven Formula For Writing Center Health,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Brandon Fralix,Bloomfield College,First-Year Writing at Minority Serving Institutions,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Dara Regaignon,New York University,The Course(s) that Define(s) a Field,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Jill Gladstein,Swarthmore College,The Leadership Configurations of Todayâ€™s Writing Programs and Centers,The Risks and Rewards of a Large-Scale Data Project: Results from the WPA Census ,A presentation of the WPA Census data that helps us better understand the complex organizational logic of writing programs.
Marriott,Meeting Room 2,NA,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Katja Thieme,University of British Columbia,NA,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Anneke van Enk,University of British Columbia,NA,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Canada,"""Writing about Method in Philosophy of Education""",Writing about Method in Philosophy of Education,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Jaclyn Rea,University of British Columbia,Affect  and the Situated Work of Meta-Generic Commentary in Social Workersâ€™,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Michelle Riedlinger,University of the Fraser Valley,NA,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Columbia,Canada,Affect and the Situated Work of Meta-Generic Commentary in Social Workersâ€™ Talk about Language,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Shurli Makmillen,University of British Columbia,NA,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
 of Fraser Valley,Abbotsford,Genre Change in Indigenous Studies Courses: The Writing Scholar vis-Ã -vis,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Katja Thieme,University of British Columbia,Genre Change in Indigenous Studies Courses: The Writing Scholar vis-Ã -vis,Researching Genre Change: Methods and Their Consequences ,"Analyzing genre change, how can interview-based studies go beyond genre usersâ€™ explicit commentary to grasp tacit dynamics?"
Marriott,Meeting Room 3,NA,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Denna Iammarino,Case Western Reserve University,NA,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Heights,OH,NA,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Barrie Olson,University of North Carolina Blue Ash,"â€˜Whatup, Creeperâ€™: Re-imagining the Role of the Participant-Observer",Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Ashly Bender,University of Louisville,"â€˜What-up, Creeperâ€™: Re-imagining the Role of the Participant-Observer",Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Jennifer Burgess,The Ohio State University,Examining Breast Cancer Illness Narratives: The Affordances of a Mixed-Methods,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Jessica Restaino,Montclair State University,Surrender as,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
â€˜Getting Lostâ€™ in Research,Writing,NA,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Morgan Leckie,Miami University,Delivery Risk: How a (Cyber)feminine Research Methodology Yields Big Returns,Research/Approaches ,"Teaching graduate methods, methodological ""letting go,"" and feminist approaches to methodology."
Marriott,Meeting Room 9,NA,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Libby Miles,University of Rhode Island,NA,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Libby Miles,University of Rhode Island,Assessment in Action: Voices from a National Information Literacy Project,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Nickki Davis,University of Wisconsin-Eau Claire,Case Studies of Information Literacy Learning: Four Basic Writers,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Shevaun Watson,University of Wisconsin-Eau Claire,How Assessing Information Literacy Learning Changed a Writing Program: Insights,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Robin Miller,University of Wisconsin-Eau Claire,The Campus Perspective: Information Literacy Skills among First-Year Writers,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Shevaun Watson,University of Wisconsin-Eau Claire NA,NA,Information Literacy Learning in First-Year Writing: Perspectives from National and Campus Research ,This panel discusses insights from national and local studies on information literacy learning in first-year writing courses.
Marriott,Meeting Room 10,NA,Comfortable but out of Your Comfort Zone: Creating Risky and Rewarding Pedagogical and Material Safe Spaces in First-Year Composition ,"Framed by activity/discussion, this panel explores risks/rewards of teaching/ learning in novel pedagogical and material spaces."
Laura Giovanelli,Wake Forest University,NA,Comfortable but out of Your Comfort Zone: Creating Risky and Rewarding Pedagogical and Material Safe Spaces in First-Year Composition ,"Framed by activity/discussion, this panel explores risks/rewards of teaching/ learning in novel pedagogical and material spaces."
Laura Giovanelli,Wake Forest University,NA,Comfortable but out of Your Comfort Zone: Creating Risky and Rewarding Pedagogical and Material Safe Spaces in First-Year Composition ,"Framed by activity/discussion, this panel explores risks/rewards of teaching/ learning in novel pedagogical and material spaces."
Robin Snead,University of North Carolina-Pembroke,NA,Comfortable but out of Your Comfort Zone: Creating Risky and Rewarding Pedagogical and Material Safe Spaces in First-Year Composition ,"Framed by activity/discussion, this panel explores risks/rewards of teaching/ learning in novel pedagogical and material spaces."
Dana Gierdowski,Elon University,NA,Comfortable but out of Your Comfort Zone: Creating Risky and Rewarding Pedagogical and Material Safe Spaces in First-Year Composition ,"Framed by activity/discussion, this panel explores risks/rewards of teaching/ learning in novel pedagogical and material spaces."
Marriott,Meeting Room 11,NA,"High-Tech, Low-Tech, No-Tech?: Divergent Implementations of Technology and the Risks and Rewards for Student Writing ","Explores whether high-tech, low-tech, or no-tech pedagogical strategies create a broader path to literacy in First-Year Writing."
Melanie Gagich,Cleveland State University,NA,"High-Tech, Low-Tech, No-Tech?: Divergent Implementations of Technology and the Risks and Rewards for Student Writing ","Explores whether high-tech, low-tech, or no-tech pedagogical strategies create a broader path to literacy in First-Year Writing."
John Brentar,Cleveland State University,NA,"High-Tech, Low-Tech, No-Tech?: Divergent Implementations of Technology and the Risks and Rewards for Student Writing ","Explores whether high-tech, low-tech, or no-tech pedagogical strategies create a broader path to literacy in First-Year Writing."
Emilie Zickel,Cleveland State University,NA,"High-Tech, Low-Tech, No-Tech?: Divergent Implementations of Technology and the Risks and Rewards for Student Writing ","Explores whether high-tech, low-tech, or no-tech pedagogical strategies create a broader path to literacy in First-Year Writing."
Jessica Schantz,Cleveland State University,NA,"High-Tech, Low-Tech, No-Tech?: Divergent Implementations of Technology and the Risks and Rewards for Student Writing ","Explores whether high-tech, low-tech, or no-tech pedagogical strategies create a broader path to literacy in First-Year Writing."
Marriott,Meeting Room 12,NA,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Christina Grant,University of Alberta,NA,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Chris Cormier Hayes,Simmons College,The Rewards and Challenges of Reading and Designing Comics,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Jacqueline Kerr,University of Tennessee-Knoxville,Writing for Social and Environmental Change: Using Activism to Enhance Student,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Carrie Wastal,University of California,Wild Writing: An Experiential Writing Class in the Desert,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Karla Knutson,Concordia College,The Risks and Rewards of a First-Year Composition Learning Community,Rethinking Course Design for First-Year Composition ,"Taking risks in FYC: Graphic novels, activism, wilderness treks, and long-term communities"
Tampa CC,Room 9,NA,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Christopher Dickman,University of North Texas at Dallas,NA,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Kati Fargo Ahern,Long Island University,NA,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Bay,NY,Soundscaping Shared Writing Spaces,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Robyn Tierney,New Mexico State University,Engaging Politics of Location as a Teachable Concept in First-Year Composition,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Nathan Shepley,University of Houston,The Strange Case of Students Analyzing Appalachia from the Central United States:,"The Politics and Pragmatics of Space, Place, and Location in First-Year Composition ",This panel interrogates the physical and geographical locations of composing bodies in first-year composition.
Tampa CC,Room 10,NA,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
Xiaobo Wang,Georgia State University,NA,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
Mandi McRay,University of Oklahoma,Considering White Privilege: A Dialogue on Pedagogical Risks,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
Meagan Rodgers,University of Science and Arts of Oklahoma,NA,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
City,"""Considering White Privilege: A Dialogue on Pedagogical Risks""",Considering White Privilege: A Dialogue on Pedagogical Risks,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
Lana Oweidat,Ohio University,The Muslim Other as the Westâ€™s New Racial Other: Mapping an Anti-Islamophobia Rhetoric and,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
Norma Aceves,University of Florida,Surviving the Graduate Application Process: How My Life became an Academic Borderland,"Confronting Race in the Academy: Whiteness, Islamophobia, and Academic Borderlands ",Offers novel approaches to confronting race in the academy and in the classroom.
