presenter_name,presenter_institution,presentation_title,session_title,session_description
Dirk Remley,Kent State University,Calling the Brain to Action: Neural Attributes of Multimodal Persuasive Messages," Challenging the Rhetoric of Non-Neurotypicality: Documents, Stories, Memories",This panel challenges our terms and conceptions of non-neurotypicality through and analysis of medical documents and storytelling.
Elisabeth Miller,University of Wisconsin - Madison,," Challenging the Rhetoric of Non-Neurotypicality: Documents, Stories, Memories",This panel challenges our terms and conceptions of non-neurotypicality through and analysis of medical documents and storytelling.
Aphasia,"""Good"" Writing",": Aphasia, "," Challenging the Rhetoric of Non-Neurotypicality: Documents, Stories, Memories",This panel challenges our terms and conceptions of non-neurotypicality through and analysis of medical documents and storytelling.
Elsa Martin,University of Texas at El Paso,The Recategorization of Autism Spectrum Disorder in the DSM-V: Public Uptake and the," Challenging the Rhetoric of Non-Neurotypicality: Documents, Stories, Memories",This panel challenges our terms and conceptions of non-neurotypicality through and analysis of medical documents and storytelling.
Hilton Ballroom of the Americas Salon C,Level Two,NA, Creative Nonfiction: Exploring the History and Imagining the Future of an Active Genre,Creative nonfiction shapes and reflects the social and political dimensions of both disciplinary conversations and classroom pedagogy.
Irene Papoulis,Trinity College,NA, Creative Nonfiction: Exploring the History and Imagining the Future of an Active Genre,Creative nonfiction shapes and reflects the social and political dimensions of both disciplinary conversations and classroom pedagogy.
Melissa Goldthwaite,Saint Josephâ€™s University,"The Literary, Feminist, and Pedagogical Roots of Creative Nonfiction in Composition Studies", Creative Nonfiction: Exploring the History and Imagining the Future of an Active Genre,Creative nonfiction shapes and reflects the social and political dimensions of both disciplinary conversations and classroom pedagogy.
Jenny Spinner,Saint Josephâ€™s University,Will Creative Nonfiction Please Stand Up? Creative Nonfiction and Composition Studies, Creative Nonfiction: Exploring the History and Imagining the Future of an Active Genre,Creative nonfiction shapes and reflects the social and political dimensions of both disciplinary conversations and classroom pedagogy.
GRB Room 351D,Level Three,NA," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Darin Jensen,Metropolitan Community College,NA," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Dan Ehrenfeld,UMass Amherst,Material Circulation and the Networked Public Sphere: Rethinking the Social and Spatial Politics of," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Amy Williams,University of Utah,Reading Is Still the Path: Theorizing Literacy through Metaphors of Movement," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Kristopher Lotier,Hofstra University,How to Not Teach Writing:," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Postprocess Theory,Individualism, NA," Networking the Discipline: Theorizing Assumptions, Offering Change","This panel explores how theories of circulation, ecology, and networks can add to our understandings of the field."
Hilton Grand Ballroom L,Level Four,NA," ""Listen!"" The Legend of the Social Justice Warrior, or Games and Social Advocacy",We explore three ways games have become powerful political-rhetorical artifacts that create social change and open doors for activism & advocacy.
Samantha Blackmon,Purdue University,NA," ""Listen!"" The Legend of the Social Justice Warrior, or Games and Social Advocacy",We explore three ways games have become powerful political-rhetorical artifacts that create social change and open doors for activism & advocacy.
Alex Layne,Purdue University,Not Your Mamaâ€™s Social Justice Warriors: On Advocacy and Activism in the Age of #GamerGate," ""Listen!"" The Legend of the Social Justice Warrior, or Games and Social Advocacy",We explore three ways games have become powerful political-rhetorical artifacts that create social change and open doors for activism & advocacy.
Samantha Blackmon,Purdue University,Not Your Mamaâ€™s Social Justice Warriors: On Advocacy and Activism in the Age of #GamerGate," ""Listen!"" The Legend of the Social Justice Warrior, or Games and Social Advocacy",We explore three ways games have become powerful political-rhetorical artifacts that create social change and open doors for activism & advocacy.
Lauren Woolbright,Clemson University,Designs That Play: Why Scholars Should Design Games," ""Listen!"" The Legend of the Social Justice Warrior, or Games and Social Advocacy",We explore three ways games have become powerful political-rhetorical artifacts that create social change and open doors for activism & advocacy.
GRB Room 340B,Level Three,NA, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
D. Alexis Hart,Allegheny College,NA, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Janice Walker,Georgia Southern University,Analysts and Advocates: Knowledge and Action, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Clancy Ratliff,University of Louisiana at Lafayette,Starting a Local Discussion: Policy Analysis for the People, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Katherine V. Wills,Indiana University Purdue University,NA, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
The Personal,the Political,"Policy Analysts: The Personal, the Political, and the Professional", From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Susanmarie Harrington,University of Vermont,Policy Analysis as a Habit of Mind, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Michele Eodice,University of Oklahoma,NA, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Michael Gos,Lee College NA,NA, From Analysis to Action: The NCTE Policy Analysis Initiativeâ€™s Role in Promoting Policy Change,"Roundtable explores the consequences/limitations of NCTEâ€™s Policy Analysis Initiative, ending with time for local strategy development."
Hilton Grand Ballroom A,Level Four,NA, Taking Action Workshop: Building Alliances Refer to page 17 for abstract.,NA
Sarah Scanlon,Arkansas State Director for Bernie 2016 NA,NA, Taking Action Workshop: Building Alliances Refer to page 17 for abstract.,NA
Hilton Ballroom of the Americas Salon A,Level Two,NA, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Cheryl Glenn,Pennsylvania State University,NA, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Kathleen Blake Yancey,Florida State University,Requiring All the Available Resources: Designing the Visual into First-year, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Charles Bazerman,University of California,Required Writing: Institutional Logics and Imperatives meet Student, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Douglas Hesse,The University of Denver,Required Writing as a Liberal, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Art,"in the Twilight of the Liberal Arts""",NA, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Howard Tinberg,Bristol Community College NA,NA, The Purposes of Required Writing?,"Should required writing courses serve students, institutions, ""society,"" or ""the discipline?"" 3 positions, with complex implications."
Hilton,Ballroom of the Americas Salon C,NA," Theory, Research, and Action: New Strategies for Studentsâ€™ Right to Their Own Language","This panel will examine, strategize, and theorize new possibilities for addressing language diversity in Writing classrooms."
Sarah Z. Johnson,Madison Area Technical College,NA," Theory, Research, and Action: New Strategies for Studentsâ€™ Right to Their Own Language","This panel will examine, strategize, and theorize new possibilities for addressing language diversity in Writing classrooms."
Bonnie Williams,California State University Fullerton,Teaching Language Diversity in â€˜Official Englishâ€™ States: Using Improvisation in Composition Instruction to Inspire Change in the â€˜O.C.â€™," Theory, Research, and Action: New Strategies for Studentsâ€™ Right to Their Own Language","This panel will examine, strategize, and theorize new possibilities for addressing language diversity in Writing classrooms."
Hilton Room 328,Level Three,NA," Taking Action, Building Community, and Sponsoring Literacy with Stanfordâ€™s Notation in Science Communication","The panel uses Notation, an upper-division ePortfolio WAC initiative called the Notation in Science Communication (NSC), as an example of the challenges and obstacles of taking action to create opportunities for students to write beyond the required composition sequence in ways that support multimodal writing and learning in situated scientific contexts."
Christine Alfano,Stanford University,NA," Taking Action, Building Community, and Sponsoring Literacy with Stanfordâ€™s Notation in Science Communication","The panel uses Notation, an upper-division ePortfolio WAC initiative called the Notation in Science Communication (NSC), as an example of the challenges and obstacles of taking action to create opportunities for students to write beyond the required composition sequence in ways that support multimodal writing and learning in situated scientific contexts."
Marvin Diogenes,Stanford University,NA," Taking Action, Building Community, and Sponsoring Literacy with Stanfordâ€™s Notation in Science Communication","The panel uses Notation, an upper-division ePortfolio WAC initiative called the Notation in Science Communication (NSC), as an example of the challenges and obstacles of taking action to create opportunities for students to write beyond the required composition sequence in ways that support multimodal writing and learning in situated scientific contexts."
Jennifer Stonaker,Stanford University,NA," Taking Action, Building Community, and Sponsoring Literacy with Stanfordâ€™s Notation in Science Communication","The panel uses Notation, an upper-division ePortfolio WAC initiative called the Notation in Science Communication (NSC), as an example of the challenges and obstacles of taking action to create opportunities for students to write beyond the required composition sequence in ways that support multimodal writing and learning in situated scientific contexts."
Cassie Wright,Southern New Hampshire University NA,NA," Taking Action, Building Community, and Sponsoring Literacy with Stanfordâ€™s Notation in Science Communication","The panel uses Notation, an upper-division ePortfolio WAC initiative called the Notation in Science Communication (NSC), as an example of the challenges and obstacles of taking action to create opportunities for students to write beyond the required composition sequence in ways that support multimodal writing and learning in situated scientific contexts."
Hilton Room 329,Level Three,NA, Listening Strategies for Feminist and Queer Action: Encountering an Erotic Ethics,This panel brings Ratcliffeâ€™s 2005 work on rhetorical listening into contact with scholarship on ethics and affect in feminist-queer theory.
Elizabeth Ellsworth,The New School for Liberal Arts,NA, Listening Strategies for Feminist and Queer Action: Encountering an Erotic Ethics,This panel brings Ratcliffeâ€™s 2005 work on rhetorical listening into contact with scholarship on ethics and affect in feminist-queer theory.
Devon Kehler,University of Arizona,Becoming Responsibly Respond-able: Voice Events and Generative Listening, Listening Strategies for Feminist and Queer Action: Encountering an Erotic Ethics,This panel brings Ratcliffeâ€™s 2005 work on rhetorical listening into contact with scholarship on ethics and affect in feminist-queer theory.
Meridith Kruse,University of Southern California,Foucaultâ€™s Queer Ethical Ear, Listening Strategies for Feminist and Queer Action: Encountering an Erotic Ethics,This panel brings Ratcliffeâ€™s 2005 work on rhetorical listening into contact with scholarship on ethics and affect in feminist-queer theory.
Oren Whightsel,Lincoln College,She Was Spinning: Rhetorical Listening and Queer Disidentification, Listening Strategies for Feminist and Queer Action: Encountering an Erotic Ethics,This panel brings Ratcliffeâ€™s 2005 work on rhetorical listening into contact with scholarship on ethics and affect in feminist-queer theory.
Hilton Grand Ballroom I,Level Four,NA, Better Learning Technologies: Taking Action to Reframe Educational Technology Development for Writers and Writing Teachers An action agenda to create better technologies that support learning in writing classrooms.,NA
Erika Johnson,Texas Womanâ€™s University,NA, Better Learning Technologies: Taking Action to Reframe Educational Technology Development for Writers and Writing Teachers An action agenda to create better technologies that support learning in writing classrooms.,NA
Melissa Graham Meeks,Gordon State College,What Is Excellent Service and How Do We Know It When We See It?, Better Learning Technologies: Taking Action to Reframe Educational Technology Development for Writers and Writing Teachers An action agenda to create better technologies that support learning in writing classrooms.,NA
Michael McLeod,Michigan State University,Engineering Better Writing Experiences for Teachers and Learners, Better Learning Technologies: Taking Action to Reframe Educational Technology Development for Writers and Writing Teachers An action agenda to create better technologies that support learning in writing classrooms.,NA
William Hart-Davidson,Michigan State University,What Is a Learning Technology and How Do We Know One When We See One?, Better Learning Technologies: Taking Action to Reframe Educational Technology Development for Writers and Writing Teachers An action agenda to create better technologies that support learning in writing classrooms.,NA
Hilton Ballroom of the Americas Salon E,Level Two,NA," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Margaret Price,The Ohio State University,NA," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Andrea Riley-Mukavetz,Bowling Green State University,Writing as Collective Making: On Failure and Listening for What," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Margaret Price,Spelman College,Shiny Happy Disabled People Holding Hands," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Malea Powell,Michigan State University,Writing as Collective Making: On Failure and Listening for What Needs to Be Told," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Staci Perryman-Clark,Western Michigan University,When Projects Fail and Succeed: Negotiating Publication Acceptances and Rejections in," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Daisy Levy,Southern Vermont College,Writing as Collective Making: On Failure and Listening for What Needs to Be Told," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Cindy Selfe,The Ohio State University,Tactics for Long-term Collaborations," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Collin Craig,St. Johnâ€™s University,When Projects Fail and Succeed: Negotiating Publication Acceptances and Rejections in Collaborative," Long-Term Research Collaborations: Strategy, Identity, Failure, and Moves toward Future Action Analytical stories of long-term research collaborations: success/failure, interpersonal issues, cultural rhetorics, and best practices.",NA
Hilton Room 335B,Level Three,NA," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Jay Jordan,University of Utah,NA," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Heidi Estrem,Boise State University,A Threshold Concepts Framework for Learning to Teach First-Year Writing," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Marcel Brousseau,University of California,Border Troubles: Teaching and Learning with Threshold Concepts in Two," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Colin Johnson,Boise State University,Expectations and Authority: Using Threshold Concepts to Recalibrate Student-Instructor Dynamics in the," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Cheryl McKell,Boise State University,When Identities Converge at the  Border: Examining the Approach to Threshold Concepts from Numerous," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
Shannon Brennan,University of California,Standing on the Threshold: Teaching (about) Disciplinary Knowledge," Action Research, Active Reflection: Interrogating the Threshold Concepts of Teaching First-Year Writing","In this session, instructors explore how a threshold concepts approach informed their (and their studentsâ€™) experiences in the classroom."
GRB Room 351D,Level Three,NA, Negotiating Perception/Deception: Strategies toward Promoting Active Citizenry in the Community College Composition Classroom,Panelists explore ways to teach rhetorical premises that promote critical engagement and active citizenry.
Jordan Molina,Santa Barbara City College,NA, Negotiating Perception/Deception: Strategies toward Promoting Active Citizenry in the Community College Composition Classroom,Panelists explore ways to teach rhetorical premises that promote critical engagement and active citizenry.
Calin Anderson,Saddleback College,NA, Negotiating Perception/Deception: Strategies toward Promoting Active Citizenry in the Community College Composition Classroom,Panelists explore ways to teach rhetorical premises that promote critical engagement and active citizenry.
Monica Rodriguez,Palomar College,NA, Negotiating Perception/Deception: Strategies toward Promoting Active Citizenry in the Community College Composition Classroom,Panelists explore ways to teach rhetorical premises that promote critical engagement and active citizenry.
Chad Kelly,San Diego Mesa College NA,NA, Negotiating Perception/Deception: Strategies toward Promoting Active Citizenry in the Community College Composition Classroom,Panelists explore ways to teach rhetorical premises that promote critical engagement and active citizenry.
Hilton Room 330,Level Three,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
April Julier,Brazosport College,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
Justin Vaught,University of Alabama,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
Cynthia Mwenja,The University of Alabama,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
Kristen Lushington,University of Alabama,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
Krystin Gollihue,North Carolina State University NA,NA, The ContAct Zone: Lived Experience as Pedagogy for Action,"Using contact zone theory, this panel links cultural, historical, and multimodal literacies with composition studentsâ€™ lived experiences."
Hilton Room 336A,Level Three,NA, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
Seth Kahn,West Chester University of Pennsylvania,NA, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
Michael Turner,Northeastern University,When Emotions are Centered: Tutor Reflexivity and Writing Center Culture, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
John Marinan,Georgia Gwinett College,Where Are We Now? The Emergence and Consequences of the Generative Metaphor in Writing, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
Jennifer Maloy,Queensborough Community College,The Role of Single-Sex Tutoring Sessions in ESL Studentsâ€™ Writing Journeys, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
Mohamad Mazyar Nikoui-Tehrani,Rutgers University,The Role of Single-Sex Tutoring Sessions in ESL Studentsâ€™ Writing Journeys, Advocacy through Tutor Cultural Awareness and Action This session explores ways in which tutors can work towards a broader understanding of cultural competencies in writing centers.,NA
Hilton Ballroom of the Americas Salon D,Level Two,NA," Taking Activist Action: Identity, Community, Pedagogy Teachers of writing discuss activist classrooms where the practice of writing is intimately bound to the politics of identity & community.",NA
Stacey Waite,University of Nebraska-Lincoln,This Seems Queer: Writing against Conventions," Taking Activist Action: Identity, Community, Pedagogy Teachers of writing discuss activist classrooms where the practice of writing is intimately bound to the politics of identity & community.",NA
Jennifer Perrine,Drake University,Who Is the Activist Here?: Students Writing for Change," Taking Activist Action: Identity, Community, Pedagogy Teachers of writing discuss activist classrooms where the practice of writing is intimately bound to the politics of identity & community.",NA
Lauren Gatti,University of Nebraska,"Speaking Back: On Public Discourse, Political Action, and Literacy Learning in a Preservice Teaching Environment"," Taking Activist Action: Identity, Community, Pedagogy Teachers of writing discuss activist classrooms where the practice of writing is intimately bound to the politics of identity & community.",NA
Hilton Room 335C,Level Three,NA, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Christine Kervina,Northern Virginia Community CollegeAnnandale,NA, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Jenny Rice,University of Kentucky,Archival Wreckage: The Case of Oyneg Shabbos, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Casey Boyle,University of Texas,In Defense of Nothing, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Michael Bernard-Donals,University of Wisconsin-Madison,Writing with Abandon, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Victor Vitanza,Clemson University NA,NA, Writingâ€™s Wreckage: What Happens When Writing Fails,"This panel explores the less-than-successful moments of writing. What does it mean when writing is abandoned, wrecked, lost, or broken?"
Hilton Room 336B,Level Three,NA," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Brian Fehler,Texas Womanâ€™s University,NA," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Liane Malinowski,University of Massachusetts Amherst,"Women Rewriting Home and Neighborhood on Chicagoâ€™s West Side,"," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Tiffany Kinney,University of Utah,Colliding Radicalism and Religion: Mobilizing Feminism for Women in the Mormon Church," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Erin Banks-Kirkham,La Sierra University,"Reagan, Rhetoric, and Women Voters: Womenâ€™s Representation through Language in the 1980"," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Brian Fehler,Texas Womanâ€™s University,Archives of Action: Toward Pedagogies of Feminist Rhetorical Historiography," Archiving Actions: Recasting Womenâ€™s Rhetorical Spaces These presentations examine four sites of womenâ€™s activist rhetorics in political, religious, and community spaces.",NA
Hilton Room 337B,Level Three,NA, A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone,Framing the writing conference as a contact zone enables evaluation of how to include student perspectives in fostering writing knowledge.
Carrie Kilfoil,University of Indianapolis,NA, A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone,Framing the writing conference as a contact zone enables evaluation of how to include student perspectives in fostering writing knowledge.
Angie Carter,Utah Valley University & IUP,A New Prescription for Dialogic Action: Reframing the Writing Conference, A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone,Framing the writing conference as a contact zone enables evaluation of how to include student perspectives in fostering writing knowledge.
Aaron Gates,Utah Valley University,A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone, A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone,Framing the writing conference as a contact zone enables evaluation of how to include student perspectives in fostering writing knowledge.
Christopher Lee,Utah Valley University,A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone, A New Prescription for Dialogic Action: Reframing the Writing Conference as a Contact Zone,Framing the writing conference as a contact zone enables evaluation of how to include student perspectives in fostering writing knowledge.
Hilton Room 338,Level Three,NA," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Lisa King,University of Tennessee-Knoxville,NA," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Violeta Molina-Natera,Pontificia Universidad Javeriana,NA," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Cali-Colombia,"""Empowering Engineering Faculty for Teaching Writing""",Empowering Engineering Faculty for Teaching Writing," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Georganne Nordstrom,University of Hawaii at Manoa,Qualitative Research as Critical Pedagogy: Working with Students as," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Elizabeth Narvaez-Cardona,University of California,Latin-American Writing Initiatives in Engineering," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Charlyne Sarmiento,Univeristy of California,Writing in the Science Lab: A Longitudinal Study of Undergraduates Developing," Using Research as a Writing Strategy to Promote Literacy Acquisition and Advocacy of Writing Instruction across Geographic and Disciplinary Contexts This panel presents 4 empirical projects located in South America, US, and HawaiÊ»i focused on writing and disciplinary literacy practices.",NA
Hilton Room 337A,Level Three,NA, After the Essay: Multimodal Revisions to FYC,"These speakers embrace recent calls to rethink the essay in FYC through video, gamification, and hybrid pedagogies."
Russell Kirkscey,Texas Tech University,NA, After the Essay: Multimodal Revisions to FYC,"These speakers embrace recent calls to rethink the essay in FYC through video, gamification, and hybrid pedagogies."
Jennifer Fallas,UMass Dartmouth,Meaning-Making in Student-Produced Video Interviews: Rhetorical and Narrative Analyses, After the Essay: Multimodal Revisions to FYC,"These speakers embrace recent calls to rethink the essay in FYC through video, gamification, and hybrid pedagogies."
Sarah Dwyer,Valdosta State University,Using Student Co-Research to Investigate Gamification in First-Year Composition, After the Essay: Multimodal Revisions to FYC,"These speakers embrace recent calls to rethink the essay in FYC through video, gamification, and hybrid pedagogies."
Nathan Wagner,Georgia State University,The Academic Essay Is Dead (and It Needs to Stay Buried), After the Essay: Multimodal Revisions to FYC,"These speakers embrace recent calls to rethink the essay in FYC through video, gamification, and hybrid pedagogies."
GRB Room 351B,Level Three,NA, The Archival Turn in Rhetoric and Composition: Avenues for Research and Methodology,This panel highlights technological as well as rhetorical considerations of producing and/or working with an archive.
Frederick-Douglass Knowles II,Three Rivers Community College,NA, The Archival Turn in Rhetoric and Composition: Avenues for Research and Methodology,This panel highlights technological as well as rhetorical considerations of producing and/or working with an archive.
Tatjana Schell,North Dakota State University,NA, The Archival Turn in Rhetoric and Composition: Avenues for Research and Methodology,This panel highlights technological as well as rhetorical considerations of producing and/or working with an archive.
Miriam Mara,North Dakota State University Jennifer Jacovitch,NA, The Archival Turn in Rhetoric and Composition: Avenues for Research and Methodology,This panel highlights technological as well as rhetorical considerations of producing and/or working with an archive.
